node1,node2,jaccard_coef,adar_index,shortest_path,follows_back,page_rank_n1,page_rank_n2,katz_n1,katz_n2,hubs_n1,hubs_n2,authorities_n1,authorities_n2,num_followers_node1,num_followers_node2,num_followees_node1,num_followees_node2,inter_followers,inter_followees,cos_sim,link
509,287,0.12195121951219512,2.922692643022949,2,0,0.0017639833949702516,0.0007560571850457183,0.03504455936980128,0.030653071470578344,0.0015660400635692567,0.0008279816199292507,0.0020480282666153343,0.0008403611503545234,28,12,24,9,3,4,0.71,0.0
290,64,0.0661764705882353,5.222058767914741,2,1,0.0016762972227574037,0.003949067861610721,0.03777659857966161,0.04675455362320942,0.0031425398571835873,0.0042492477832210395,0.0032588023753923187,0.004399983634150021,31,77,37,67,8,5,0.26,0.0
102,537,0.0,0.0,3,0,0.0006647357807012034,0.0006276863205534701,0.030040907683899568,0.030163972645664037,0.0005343167370998615,0.0012299695038551876,0.0003448868755998661,0.00043501036265351193,9,9,12,25,0,0,0.18,0.0
976,981,0.72,12.846777190097407,2,0,0.0004139343080690487,0.0005266212661842706,0.02921176718854349,0.02971545509045824,0.0007806715432901878,0.0008230423184073524,0.00035712210068053447,0.0004627514936967159,5,8,17,20,4,13,0.922,0.0
644,798,0.0,0.0,-1,0,0.0004148507892783778,0.0013243996540065089,0.02918090100072247,0.028029370408640144,0.0004638788286109123,1.9383343524702535e-22,0.00032752962691922954,9.110869579975425e-21,5,0,6,0,0,0,0.374,0.0
366,234,0.09375,4.732711203584933,2,0,0.0021862865628208645,0.001009242349560551,0.03981946021175462,0.032107326714479925,0.003925007960273764,0.002105234999708098,0.003468673058167591,0.0011007377866871066,41,19,49,27,1,6,0.237,0.0
74,482,0.06382978723404255,3.867117184424933,2,1,0.0024427533432648616,0.0011909741167651184,0.03841136589000743,0.032459297541222086,0.00266913669498099,0.0013475371677613894,0.0026596524218382564,0.0009929231753259562,40,15,48,27,2,4,0.446,0.0
115,914,0.10989010989010989,7.272003717184587,2,0,0.0026735395074508604,0.0007587491922667125,0.04287119426545378,0.030446758804974505,0.005750404613753581,0.0005368992336940501,0.0048133491056124335,0.0005755633205219902,58,12,59,8,6,3,0.715,0.0
316,32,0.0,0.0,3,0,0.0010388858011859314,0.0011171138498860336,0.03303515483773422,0.03247778247413139,0.0009699046371109637,0.0007729603540679184,0.0012303050089598857,0.001006832345744652,21,16,17,14,0,0,0.276,0.0
245,72,0.0,0.0,3,0,0.0016280046745210865,0.00027642961336412085,0.03562908098751983,0.028240506059506332,0.0015917935137197113,0.00018583628750796618,0.0022663178404608232,6.847660947446298e-05,31,0,16,2,0,0,0.254,0.0
17,283,0.1506849315068493,12.284546924775588,2,0,0.0020893722613536687,0.003452995834541536,0.037475869977124744,0.046873540014553586,0.004483756624709375,0.005542816499472915,0.002782686529712106,0.005763433808319628,33,84,53,55,10,9,0.458,0.0
823,707,0.2222222222222222,4.080571499996274,2,1,0.0007991277053732242,0.0012521926022806239,0.03045965786634323,0.031994251327229495,0.00023897687379884728,0.0003819265696594472,0.00023607483765811083,0.00039148221358262464,10,17,10,17,3,4,0.87,0.0
387,394,0.19047619047619047,5.624283695392802,2,0,0.0009378663214339513,0.0010347690625974561,0.031050067607210952,0.032127267905940775,0.0009094765152475064,0.00041679691067138,0.0003654643178086462,0.0007823351115416853,15,19,18,12,4,5,0.634,0.0
675,243,0.0,0.0,-1,0,0.0010214504596527114,0.001395441100343755,0.03168687221694042,0.03503025868358479,0.0,0.0014563152045620155,0.0,0.002079933482549653,0,25,0,22,0,0,-1.0,0.0
160,429,0.03508771929824561,6.746592440025482,2,1,0.006061516214414961,0.0011491020019122483,0.05790579408362676,0.03223654462453083,0.011219818790666735,0.0008035199760114657,0.006913533088935997,0.0007806374643046131,106,19,181,17,2,3,0.31,0.0
363,208,0.04878048780487805,1.1343390803445155,2,0,0.0012431712772070838,0.0016556881278463407,0.03498297027738678,0.03586481290417605,0.002670170632058976,0.0004537980583528626,0.0026646346347908487,0.002255504042920876,26,34,29,4,8,0,0.526,0.0
248,239,0.0,0.0,3,0,0.0007896217401564227,0.0004384162210003342,0.030678802824358118,0.02928847679614725,0.00044591211993734307,0.0,0.0005334364014783414,0.00031029856859946637,10,5,11,0,0,0,0.257,0.0
931,927,0.36363636363636365,3.532570359299501,2,0,0.0004986235384526707,0.0003505908104295194,0.02934045349289476,0.028566233947220954,0.00021630269789936322,0.00023134412126982526,0.00031601668243291353,0.00011875038440470178,5,3,4,6,3,2,0.87,0.0
165,183,0.1340782122905028,13.704212314794859,2,1,0.0025934736615344676,0.00416989834155838,0.040361432734043204,0.049321699208356946,0.004047615279945194,0.0072841535289015005,0.0037105467516727574,0.006302965830518487,49,82,50,94,14,12,0.4,0.0
506,7,0.25333333333333335,12.836173259308982,2,0,0.0020236650256441405,0.0014866777217510576,0.03527648536952017,0.03409285934482332,0.002231747949535445,0.0015264383918374516,0.0017005463986734808,0.0010914973508382134,34,28,34,41,8,11,0.775,0.0
577,190,0.08,1.090004900957851,2,0,0.0003325714098272691,0.0008094492319988528,0.028960925694650808,0.03246336753212367,0.0008212758574522995,0.0012864512314433548,0.000489066919205553,0.0017167641519983603,3,20,7,14,0,0,0.299,0.0
37,36,0.1875,4.048041101840969,2,0,0.0008578102216887256,0.0011672604226329545,0.03115452810342757,0.03303688786583313,0.0007913758734808052,0.001145047584431945,0.0006414295794551955,0.001565894441744049,12,19,18,12,1,4,0.714,0.0
21,212,0.24516129032258063,21.389213723758306,2,1,0.003683950389027368,0.0028336736461403358,0.04425903935993945,0.043746437698734014,0.006226214545024929,0.006354870582391388,0.004788099953926771,0.005091918042619443,61,52,75,66,9,21,0.448,0.0
115,437,0.15151515151515152,10.236737724099255,2,1,0.0026735395074508604,0.0010691178531423695,0.04287119426545378,0.03194742083605761,0.005750404613753581,0.000863416308044417,0.0048133491056124335,0.0007901926922521953,58,18,59,19,6,8,0.688,0.0
556,192,0.0,0.0,3,0,0.0003500106945216021,0.0007635581926959301,0.028592213618567633,0.030353087627624648,0.00033090256010398326,0.0005739957128905452,0.00011528808079707081,0.0005205816324123997,4,12,5,10,0,0,0.101,0.0
582,582,1.0,5.909174632474808,0,0,0.0005302712111375318,0.0005302712111375318,0.030045087375956882,0.030045087375956882,0.0006962104219870482,0.0006962104219870482,0.0007568230957972099,0.0007568230957972099,7,7,8,8,7,8,1.0,0.0
657,257,0.0,0.0,-1,0,0.00019951718342611836,0.0005490385243818056,0.027889223556596947,0.03016655745783392,0.0,0.0005272530403226,0.0,0.00048424114598649167,0,9,0,7,0,0,0.343,0.0
917,205,0.07142857142857142,1.6104367840230158,2,1,0.000715665240786575,0.0008821817061842977,0.030158504507248392,0.03126553641628308,0.0007148217029829589,0.0002779406009150341,0.0004183414517976468,0.0005438079441252519,6,14,15,9,3,2,0.785,0.0
86,649,0.017964071856287425,1.8052636048305173,2,0,0.005141221463579038,0.0004425140147252556,0.050603152470729405,0.028879594225653425,0.0072418884151563764,0.00020642008259525528,0.005117031129015511,0.00011344335438794205,85,4,103,5,1,2,0.436,0.0
128,27,0.05309734513274336,3.3799347992646958,2,0,0.0036325375813412914,0.0016608714922456153,0.04710323708942613,0.03465114997429802,0.005216177638833787,0.0013461765518574802,0.005823744243349593,0.0014864240946280331,72,30,57,19,4,2,0.41,0.0
527,333,0.06930693069306931,4.613743423179145,2,1,0.0006495937743380965,0.002983915162025551,0.03042016550823728,0.0429507039853031,0.0005886792869621367,0.005897616138782357,0.0006368656921569029,0.004590192432945988,8,61,10,67,4,3,0.532,0.0
615,108,0.06349206349206349,2.325715570662538,3,0,0.0011446801705212264,0.0011529777897999844,0.03272255116460424,0.03186546435459625,0.0024232190086889557,0.0010665046713765499,0.0012596960233668974,0.0009836020531954616,16,15,27,17,0,3,0.318,0.0
599,596,0.0,0.0,-1,0,0.0003028793764640658,0.00024038601600800328,0.02840156124445773,0.028029370408640144,0.00033747778605674414,0.00021659930968397504,9.914950330370512e-05,3.7417547786494506e-06,3,1,3,5,0,0,0.416,0.0
747,758,0.0,0.0,2,0,0.0007242329073104981,0.003305230477850681,0.03104899243723666,0.02987626511624677,0.0017145535675199587,1.0520579048640552e-05,0.0011196945408879096,0.000494505106901865,13,8,19,1,0,0,0.215,0.0
113,146,0.0136986301369863,0.6705281516444292,2,0,0.002346796340249277,0.0006257130424593651,0.03922819668209443,0.029875390670300737,0.0029317389483218942,0.0007420276602879472,0.0030037276798073145,0.0003519600129415265,43,8,36,14,1,0,0.225,0.0
461,429,0.2777777777777778,7.539147666382083,2,1,0.0007436551202844627,0.0011491020019122483,0.030356083464079437,0.03223654462453083,0.0005290086490613865,0.0008035199760114657,0.00033243151479979275,0.0007806374643046131,11,19,16,17,7,6,0.902,0.0
376,985,0.0,0.0,-1,0,0.0011462648919175688,0.0010214504596527114,0.03246639701978956,0.03168687221694042,0.0011563841910114073,0.0,0.0010187636102347113,0.0,19,0,21,0,0,0,-1.0,0.0
200,777,0.0,0.0,2,1,0.0010829661246005158,0.0007820253304106898,0.03254538037036276,0.0303883761055412,0.0005657092476006523,0.00029215414129985857,0.0008340021704489901,0.0004554207045646948,19,13,11,7,2,0,0.362,0.0
499,828,0.0,0.0,3,0,0.0015902800670740248,0.0005423030827055391,0.03311507511478798,0.030052864150031444,0.0007037324003590912,0.0015392592461082105,0.00048595890334758444,0.0007222928121126076,20,9,22,10,0,0,0.218,0.0
17,225,0.10588235294117647,5.544530666195892,2,1,0.0020893722613536687,0.000801409948069787,0.037475869977124744,0.03134234829198077,0.004483756624709375,0.0006909024749658336,0.002782686529712106,0.0009488106797184287,33,14,53,10,5,3,0.606,0.0
594,97,0.0,0.0,-1,0,0.00030903799435818907,0.0008018065373399138,0.02870778630442365,0.030670027656506865,0.0,0.0007425827700738582,0.000377434399661271,0.0006012852377939739,0,11,0,13,0,0,0.252,0.0
686,15,0.0,0.0,3,0,0.00046117164663349254,0.0012381919366909696,0.02939162670396399,0.032897180173579676,0.00030782065425702794,0.0011993496117819887,0.00046032636547221987,0.0011801878003193178,6,21,3,18,0,0,0.351,0.0
822,85,0.03333333333333333,0.47456115641248037,2,0,0.0007402925543337522,0.0012657447622222387,0.030290957779577753,0.033011720205051595,0.000498608411988807,0.0008952115208324492,0.0004347605012986639,0.0010083735414574083,7,18,6,12,0,0,0.23,0.0
300,851,0.0,0.0,3,0,0.0011948246626432054,0.00043285759919343546,0.033516674704184485,0.029086420750992395,0.0031529169214395817,0.00031152992489993773,0.001689035058390951,0.00019878700862138604,20,7,45,11,0,0,0.048,0.0
680,309,0.0,0.0,-1,0,0.00019951718342611836,0.0011536462646437153,0.027889223556596947,0.032322405228124115,0.0,0.0011773422946807191,0.0,0.0007415790399087152,0,17,0,23,0,0,0.302,0.0
347,262,0.2608695652173913,4.201838783204398,2,1,0.0009445450129486482,0.0008099072827833407,0.03150118830368017,0.030804202203480385,0.00035857058592522924,0.0006785304341231171,0.0007798157465887377,0.0006907092536643434,12,13,6,17,3,2,0.562,0.0
602,169,0.020202020202020204,1.0245739192490981,2,0,0.0009290088118713498,0.0024994084778697865,0.03077769487351589,0.042263392541533516,0.0003878312924161479,0.005887537518552376,0.000453474359705341,0.004658643463432048,10,54,8,65,1,2,0.238,0.0
957,601,0.0,0.0,2,0,0.0005703592608809399,0.0009608505212565328,0.02922385285078884,0.032744507182388666,0.00016785745437706754,0.0007529489026308724,0.00011959904749768133,0.0016194297373946973,6,18,6,8,0,0,0.215,0.0
491,624,0.0,0.0,3,0,0.0003493306688297338,0.0004326420863582813,0.02878292890584381,0.029536250135304008,0.0005216870110368149,0.0,0.00018818500145241694,0.0005061487940354681,3,6,10,0,0,0,0.401,0.0
922,129,0.00819672131147541,0.7153382790366964,2,0,0.0007860678896400774,0.0037634147203152815,0.030432691969254463,0.04664243689236298,0.0002567661713723019,0.005906801966478701,0.00037728818502898517,0.005385070426598993,9,69,12,78,1,0,0.226,0.0
329,91,0.18055555555555555,10.311270285158722,2,1,0.0022428712939025213,0.0011667483934282368,0.040722120000739645,0.03170052685927387,0.004030240397172306,0.0012073696739590873,0.00436686195071677,0.0010557141981566134,48,13,38,19,6,9,0.713,0.0
53,215,0.06578947368421052,2.602333553616812,2,1,0.0009462401665983698,0.002302465660546179,0.03268817318371613,0.03904696533867724,0.001069966770997517,0.0030620492410900944,0.0014059954743996593,0.0030069607982624895,15,42,15,38,2,2,0.413,0.0
418,747,0.125,3.2230825688380476,2,1,0.0010063773616928228,0.0007242329073104981,0.03237731073046576,0.03104899243723666,0.0011225056076768327,0.0017145535675199587,0.0013763183153500808,0.0011196945408879096,18,13,11,19,3,3,0.684,0.0
322,468,0.0,0.0,3,0,0.0008770464757887386,0.0006921944063665946,0.030648216861771667,0.03104761885228177,0.0005076823268066406,0.0,0.00036890510111970505,0.000994115820784652,14,10,15,0,0,0,0.217,0.0
35,33,0.1891891891891892,5.950428607700829,2,1,0.0015963083045659838,0.0007455394675225016,0.0354891525734433,0.030929601383484454,0.0014225919886825655,0.0007378775862039081,0.0022886415573477926,0.000714374672902405,27,11,19,11,5,3,0.849,0.0
52,91,0.0,0.0,3,0,0.0008136613522032191,0.0011667483934282368,0.030655554194298395,0.03170052685927387,0.000576512869472535,0.0012073696739590873,0.0004501828802780722,0.0010557141981566134,11,13,15,19,0,0,0.233,0.0
712,937,0.0,0.0,-1,0,0.0002540022695388846,0.000466867211488918,0.028226819744097267,0.02893198037151168,0.0,0.00018801180310416528,6.898698356107108e-05,0.0001898198520437571,2,3,0,3,0,0,0.321,0.0
430,7,0.1917808219178082,9.152572786716268,2,1,0.0014024211566732666,0.0014866777217510576,0.03417384682641603,0.03409285934482332,0.002141165183600424,0.0015264383918374516,0.001853456105931694,0.0010914973508382134,22,28,20,41,4,7,0.623,0.0
129,93,0.17482517482517482,16.31693511639199,2,1,0.0037634147203152815,0.001546186260591013,0.04664243689236298,0.035315854606063186,0.005906801966478701,0.0026678200914875055,0.005385070426598993,0.0018806157022413677,69,27,78,34,8,9,0.442,0.0
86,304,0.028409090909090908,2.6188143906134047,2,1,0.005141221463579038,0.0009466699487135186,0.050603152470729405,0.03211672352153166,0.0072418884151563764,0.0011044648223342672,0.005117031129015511,0.0012914281344142179,85,15,103,12,2,1,0.235,0.0
837,155,0.0,0.0,-1,0,0.0013243996540065089,0.0018157668907707709,0.028029370408640144,0.035728813976829796,-7.154991076687318e-24,0.002522494711426262,-3.36310350495047e-22,0.0022599303541442008,0,31,0,39,0,0,0.411,0.0
190,108,0.047619047619047616,1.1760928381019307,2,1,0.0008094492319988528,0.0011529777897999844,0.03246336753212367,0.03186546435459625,0.0012864512314433548,0.0010665046713765499,0.0017167641519983603,0.0009836020531954616,20,15,14,17,4,2,0.613,0.0
420,83,0.15625,14.398835521593046,2,1,0.0031387540669578777,0.002182749879688524,0.044292425819921995,0.03975821289065672,0.005057093502041954,0.005682253983733983,0.004446982274453873,0.003831028783053395,67,49,60,69,10,10,0.363,0.0
203,982,0.0,0.0,-1,0,0.0012090832548891258,0.0010214504596527114,0.034314939914118374,0.03168687221694042,0.0,0.0,0.002122594585650808,0.0,20,0,0,0,0,0,-1.0,0.0
645,806,0.0,0.0,-1,0,0.002017911943074009,0.00034567479177521904,0.02850027089037545,0.028604212433202443,9.062324442132246e-07,0.00022683825724324205,4.259618882493985e-05,0.00014157127632015152,1,0,1,3,0,0,0.1,0.0
199,843,0.0,0.0,-1,0,0.0012367219355281125,0.00019951718342611836,0.03388507336356818,0.027889223556596947,0.0015745240038538546,0.0,0.001427636612195459,0.0,19,0,28,0,0,0,0.431,0.0
321,156,0.05555555555555555,4.690398768448518,2,1,0.0012644830274511538,0.0007189830694349698,0.033349661920324965,0.03046290679780341,0.0011866932353071184,0.00031906172688451665,0.0009895319054114302,0.0004520968804943833,22,8,32,11,3,2,0.697,0.0
624,529,0.0,0.0,-1,0,0.0004326420863582813,0.0013635966867069057,0.029536250135304008,0.03249741907173339,0.0,0.0005748681057868921,0.0005061487940354681,0.0007104585682303181,6,20,0,16,0,0,0.13,0.0
160,57,0.08,15.776082388247145,2,1,0.006061516214414961,0.0015468254455079313,0.05790579408362676,0.03560861627566491,0.011219818790666735,0.0024532788953129706,0.006913533088935997,0.0018736513667896263,106,31,181,37,6,13,0.294,0.0
728,844,0.0,0.0,4,0,0.0007803721791413664,0.00023322105695445372,0.03052458073383602,0.028236794978504624,0.0002762934959689337,0.0,0.0005763026498982844,0.00010444932600884443,10,2,0,0,0,0,0.371,0.0
632,620,0.0,0.0,-1,0,0.0002784050633064042,0.0013243996540065089,0.028029370408640144,0.028029370408640144,2.3658223165397433e-05,-2.9574794998815653e-23,4.0869599128751026e-07,-1.390121883488901e-21,1,1,3,1,0,0,0.238,0.0
780,701,0.0,0.0,-1,0,0.00019951718342611836,0.0010214504596527114,0.027889223556596947,0.03168687221694042,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,0.0
108,409,0.0989010989010989,5.750153124526939,2,1,0.0011529777897999844,0.001041338366607545,0.03186546435459625,0.03217099504572067,0.0010665046713765499,0.0029059710811508324,0.0009836020531954616,0.0009870962568175959,15,17,17,54,1,6,0.366,0.0
647,685,0.023255813953488372,1.1073093649624541,3,1,0.0004794993887061017,0.0010989631158216996,0.029461178369833453,0.03294319422188736,0.00029969820339929067,0.0018232656906515285,0.000594720077665973,0.0010630311948849945,7,22,5,23,1,1,0.371,0.0
121,453,0.0374331550802139,3.8730354749768523,2,0,0.004515963967586142,0.0006205623508245832,0.050575094943784246,0.03166565768837197,0.009537415576757288,0.001452674995130321,0.006294502271064711,0.001768941226910541,79,15,123,15,3,6,0.394,0.0
275,629,0.0,0.0,2,0,0.0008441780051026027,0.0002629327470123049,0.03145250597442756,0.02821052352397064,0.0006593942551220191,0.0,0.0007151270802458898,2.9047421140329903e-05,11,2,13,0,1,0,0.568,0.0
133,401,0.08247422680412371,4.735538163522256,2,0,0.0018090979061542835,0.0010748788592944967,0.03821896936381788,0.03298163348169934,0.0044712143908260775,0.0010912409450700758,0.0032438601567573453,0.0017060754157695581,40,16,52,25,3,3,0.349,0.0
296,114,0.02727272727272727,1.4895426114743662,2,0,0.0019530278025024048,0.003489329754490992,0.038657100153894494,0.047170800424611185,0.0006765299907549479,0.006129360976067699,0.0032760549700407105,0.00639884220887077,34,68,9,73,10,3,0.295,0.0
0,734,0.07407407407407407,1.3691625764075575,3,1,0.0012832679114981975,0.0005260966052490353,0.03266347903213368,0.029950136602458908,0.0011934493020186894,3.412791275520284e-05,0.0009106914292241488,0.000553530757259514,23,8,15,0,0,0,0.868,0.0
944,275,0.0,0.0,-1,0,0.00019951718342611836,0.0008441780051026027,0.027889223556596947,0.03145250597442756,0.0,0.0006593942551220191,0.0,0.0007151270802458898,0,11,0,13,0,0,0.394,0.0
846,222,0.0,0.0,-1,0,0.0013243996540065089,0.0016789899353330806,0.028029370408640144,0.03670779572020304,5.225248753733919e-25,0.0018180428381440168,2.4560551102820867e-23,0.002731071784567846,1,33,1,27,0,0,0.079,0.0
765,525,0.10714285714285714,1.781495379859187,2,1,0.0008525209756686502,0.0013287609054826281,0.030692998619519955,0.03238711006846882,0.0003150275997782889,0.00039436763163571797,0.0005306178999796656,0.0004561256189307919,11,20,4,18,5,1,0.757,0.0
